"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"GOKULAGRO","Gokul Agro Resources Limited",47307703,173028,273.40936240877,206815,228.7430656927248,191,20,8691844272
"RMDRIP","R M Drip and Sprinklers Systems Limited",23971055,143694,166.81937858978762,135229,177.26254925899823,36.93,-2.66,895798325
"CYIENTDLM","Cyient DLM Limited",31534417,246681,127.83445736407921,225838,139.6325384588817,293.5,-2.36,10149352111
"MID150","Kotak Mahindra Mutual Fund - Kotak Nifty Midcap 150 ETF",10321834,256192,40.28934213573638,293825,35.129081541143925,20.71,1.32,212216907
"JYOTICNC","Jyoti CNC Automation Limited",12082827,396068,30.506925151804612,354074,34.125088328843695,744.75,5.53,9149479089
"OMAXE","Omaxe Limited",2805153,118493,23.673542356169623,145799,19.2397720982965,71.3,3.95,214285637
"AQYLON","Aqylon Nexus Limited",1603579,68960,23.253530998346882,169880,9.439441914237461,76.1,-4.99,122160648
"IDEAFORGE","Ideaforge Technology Limited",11253328,510941,22.02469689931786,2476886,4.543335609847007,448,14.14,4853447833
"URBANCO","Urban Company Limited",54059893,2746220,19.685196334064926,3468952,15.583926499991929,110.8,-2.15,2101426347
"AHLEAST","Asian Hotels (East) Limited",103524,5500,18.819693985759734,7572,13.671407630442534,155,-1.52,16299853
"CAPACITE","Capacit'e Infraprojects Limited",16644672,928941,17.917890416134924,680571,24.456893453416672,205,13.71,3378535522
"SBIETFPB","SBI Mutual Fund - SBI ETF Private Bank - SBI ETF Private Bank",327567,18428,17.775504666811376,25148,13.02520607427024,267.47,1.99,86693882
"AIAENG","AIA Engineering Limited",715852,43327,16.52194919296518,42064,17.01800096994133,3717,1.4,2755185494
"REPL","Rudrabhishek Enterprises Limited",390369,25169,15.509912988199769,18530,21.066637165276145,74,11.85,29445533
"MOIL","MOIL Limited",15417915,1052220,14.65273919095551,936078,16.470743011085926,297.65,20,4283250966
"SAFARI","Safari Industries (India) Limited",443708,33253,13.343330710358412,37910,11.704246900553944,1490,-3.53,657823732
"UMIYA-MRO","UMIYA BUILDCON LIMITED",88526,6885,12.85625075638388,6038,14.661234494294563,81.6,7.72,6826239
"PRIMESECU","Prime Securities Limited",168934,14408,11.724335766254496,15327,11.02148397998395,275,2.61,45688200
"HISARMETAL","Hisar Metal Industries Limited",55725,4775,11.668527954212326,3767,14.790582864422975,142.15,-3.02,8066193
"HGM","HandsOn Global Management (HGM) Limited",31359,2974,10.543202958646194,16015,1.958089552984371,47.86,4.82,1461015
"EVERESTIND","Everest Industries Limited",142111,13592,10.455488522660389,11343,12.527746678773239,341.8,-1.61,52681968
"PRUDMOULI","Prudential Sugar Corporation Limited",139112,13738,10.12582797525173,15646,8.890706785369625,12.82,-9.97,1787589
"KPIL","Kalpataru Projects International Limited",907509,91010,9.971439297519526,136820,6.632863153878707,1058,-2.77,960035620
"ORIENTLTD","Orient Press Limited",32520,3358,9.681933210936338,4061,8.00610551712253,59.05,-9.56,1964533
"VTL","Vardhman Textiles Limited",2236482,239151,9.351724253281214,280647,7.968996026693946,550,3.52,1235902318
