"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"MSCIINDIA","Kotak Mahindra Mutual Fund - Kotak MSCI India ETF",3742918,26988,138.6882318067289,96891,38.63003321244197,27,-8.29,101395648
"MOMENTUM30","Kotak Mahindra Mutual Fund - Kotak Nifty 200 Momentum 30 ETF",3974217,31194,127.4016169568897,53871,73.77284624380465,27.06,-5.22,108575608
"BANK10ADD","DSP Mutual Fund - DSP BSE Top 10 Banks ETF",1313137,14495,90.58866138690361,13173,99.67856987941354,15.39,-5.87,20458674
"DCXINDIA","DCX Systems Limited",86911179,985200,88.21676954592579,3770028,23.053188243717834,171.25,4.6,15627499095
"NOCIL","NOCIL Limited",90690512,1275410,71.10693641935747,955811,94.88329075867702,158.62,10.18,14452439992
"ARENTERP","Rajdarshan Industries Limited",18189,431,42.123668364983786,460,39.48979591836735,34.81,-11.22,678995
"MGEL","Mangalam Global Enterprise Limited",6145487,230620,26.647629611257287,223973,27.43846813952014,12.06,14.97,70980374
"SEJALLTD","Sejal Glass Limited",175872,8537,20.599700149925038,10176,17.28166024683594,492.5,2.23,84601466
"BANKBETF","Bajaj Finserv Mutual Fund - Bajaj Finserv Nifty Bank ETF",472070,25247,18.697618783567545,38736,12.186571460287219,54.08,-0.07,24991385
"SBGLP","Suratwwala Business Group Limited",598036,34325,17.422753095411508,33277,17.971127725557132,24.47,-3.78,14352864
"SINTERCOM","Sintercom India Limited",30803,2095,14.701699121802214,27043,1.1390125574997412,65.6,-15.88,2332403
"WORTHPERI","Worth Peripherals Limited",100749,7096,14.196398376733175,6733,14.962796845528938,120,-4.87,12383059
"BLUSPRING","Bluspring Enterprises Limited",6047264,499828,12.098670584808238,407558,14.837796132625018,47.87,4.82,288756856
"BCONCEPTS","Brand Concepts Limited",191143,16990,11.250058856766174,16752,11.409955647881187,216.8,-5.04,41499056
"HMAAGRO","HMA Agro Industries Limited",1627155,144922,11.227798401898953,145102,11.213870243001475,23.27,-2.88,38319500
"LICNETFGSC","LIC MF - LIC MF G-sec LT ETF - GO",896085,80669,11.108087805071552,102212,8.766856988557207,28.54,-1.07,25681796
"SVLL","Shree Vasu Logistics Limited",6360,592,10.743243243243244,423,15.01416430594901,501.2,-1.05,3177710
"SUNTV","Sun TV Network Limited",4404749,423855,10.392098157957568,293400,15.012762427304947,595.1,0.36,2644038682
"GTPL","GTPL Hathway Limited",756134,76255,9.915783234280498,123098,6.142516880804299,57.5,-2.59,42955972
"GOLDBND","Bandhan Mutual Fund - Bandhan Gold ETF",287417,29188,9.846892279862686,33378,8.61094550019324,133.48,-8.59,38237957
"EUROBOND","Euro Panel Products Limited",161830,16519,9.796242039758832,11504,14.067280945757997,140,-4.5,22586613
"NEXT50BETA","UTI Mutual Fund - UTI NIfty Next 50 Exchange Traded Fund - UTI NIFTY N",1350681,140134,9.638482254867121,161761,8.349845327556917,65.9,-4.33,89347548
"ASPINWALL","Aspinwall and Company Limited",18284,2023,9.038062283737025,2299,7.951293759512938,208,0.08,3752791
"PASHUPATI","Pashupati Cotspin Limited",8248,924,8.924475221813461,4493,1.8354176865904135,999.1,1.83,7842445
"BBTCL","B&B Triplewall Containers Limited",17367,1954,8.886103151862464,1537,11.29487513007284,165,-2.94,2911924
