"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"BRIGADE","Brigade Enterprises Limited",23368035,4869577,4.798780699171936,2569631,9.09392632638694,683,1.81,16701368294
"KOTHARIPRO","Kothari Products Limited",844619,177308,4.763558861283504,92712,9.110107288892628,60.03,-6.57,54097846
"HEG","HEG Limited",47319079,10102778,4.6837689656494685,5476856,8.639824031915532,563.2,11.95,26618401509
"FABTECH","Fabtech Technologies Limited",10653082,2280644,4.671083370808115,1233754,8.634687525278537,146,5,1691815952
"RPSGVENT","RPSG VENTURES LIMITED",20423960,4499084,4.539581229479436,2267665,9.006603311926439,825.25,14.47,16080396426
"SUPREME","Supreme Holdings & Hospitality (India) Limited",805636,179666,4.484061033046766,108250,7.4423167702379756,50,0.75,41715832
"TFL","Transwarranty Finance Limited",705036,160647,4.388728080823172,93749,7.520448174491089,12.42,-2.36,8763597
"QUAL30IETF","ICICI Prudential MF - ICICI Prudential Nifty 200 Quality 30 ETF",4149741,952578,4.356325811361209,546931,7.587312563399153,19.15,-1.95,79384545
"3PLAND","3P Land Holdings Limited",28765,6622,4.343460272400567,7374,3.9008679142934635,29.5,-5.27,862662
"DIVOPPBEES","Nippon India ETF Nifty Dividend Opportunities 50",1553625,361297,4.300123056381744,217068,7.157316068091074,74.34,-2.96,116304367
"ANIKINDS","Anik Industries Limited",383930,91810,4.1817884762008495,61641,6.228443870515595,34.5,-5.63,13806122
"GRAPHITE","Graphite India Limited",16011828,3862579,4.145371443199698,2338179,6.847990094172423,630,5.75,10318342199
"BANKADD","DSP  Mutual Fund - DSP Nifty Bank ETF",3604277,889175,4.0535050789754195,1590527,2.266089650405831,53.25,-2.86,193693845
"MOIPO","Motilal Oswal Mutual Fund - Motilal Oswal BSE Select IPO ETF",2129069,532717,3.996619221257045,237652,8.958750687278155,36.71,-8.7,80606552
"CENTURYPLY","Century Plyboards (India) Limited",829509,208671,3.975192575503878,123238,6.730913260201544,693,-1.28,586753191
"DBOL","Dhampur Bio Organics Limited",1508980,384097,3.928640979418751,252745,5.970355939217884,104.5,4.18,162411517
"ABSLBANETF","Aditya Birla Sun Life Nifty Bank ETF",3474641,887491,3.9151246242500495,599889,5.792131189406589,53.34,-2.66,187039925
"RELTD","Ravindra Energy Limited",1543667,394416,3.9137962683131144,237342,6.503955460203554,124.09,-9.44,194023505
"CAPILLARY","Capillary Technologies India Limited",608796,156215,3.8971474076245807,103889,5.86003961905642,500,6.16,306425290
"SPLPETRO","Supreme Petrochem Limited",1242802,324010,3.8356902564735655,181968,6.829749479169243,768,14.37,916690755
"MAHSCOOTER","Maharashtra Scooters Limited",48174,12879,3.7402754701159955,8554,5.631751227495909,11571,-5.66,564624330
"MAGNUM","Magnum Ventures Limited",1324285,356946,3.7100388181530897,215039,6.158339429118305,17.11,-5.52,23466330
"SALONA","Salona Cotspin Limited",2628,711,3.6951631046119235,529,4.961298848404757,277,4.27,715893
"MODIS","Modis Navnirman Limited",348528,96817,3.5998562238941014,58512,5.956481019407852,301,-2.56,106370745
"HEALTHADD","DSP Mutual Fund - DSP Nifty Healthcare ETF",24147,6712,3.5971576689309974,14103,1.712164615122809,145.74,-0.77,3541640
