"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"GSEC10ABSL","AdityaBirlaSunLifeMF - Aditya Birla Sun Life CRISIL 10 Year Gilt ETF",64363,166,386.3325330132053,189,338.93101632438123,111.29,-0.12,7113398
"WILLAMAGOR","Williamson Magor & Company Limited",358181,2081,172.11965401249398,3786,94.59921295195838,26.51,2.75,10684539
"BUTTERFLY","Butterfly Gandhimathi Appliances Limited",588470,5312,110.76873847080526,9477,62.09323428860845,682,12.74,398676655
"ROTO","Roto Pumps Limited",23550822,328538,71.68370782070872,432774,54.41822935501052,60.9,11.99,1451437159
"AXISBNKETF","AXIS MUTUAL FUND - Axis NIFTY Bank ETF",484162,8211,58.963610678098206,5680,85.230785480407,571.71,-2.33,277163378
"JINDALSAW","Jindal Saw Limited",93842831,1619774,57.93573439168635,3240292,28.9612221736155,198.6,19.75,17804800325
"ATGL","Adani Total Gas Limited",18960811,525286,36.09611168603514,431644,43.92696527694118,566.9,19.99,10370994792
"TTKPRESTIG","TTK Prestige Limited",1771944,49370,35.89081716980215,37273,47.53923049475093,536,10.63,943861410
"UMESLTD","Usha Martin Education & Solutions Limited",493764,14231,34.695391879927485,48618,10.155928940337281,4.99,19.95,2434256
"HGINFRA","H.G. Infra Engineering Limited",5581399,227017,24.585797904299763,412551,13.528981729060119,520.95,6.2,3057936884
"SHAKTIPUMP","Shakti Pumps (India) Limited",16650091,737206,22.585373602088314,809434,20.570031370052966,529.05,7.98,9293747794
"DENTA","Denta Water and Infra Solutions Limited",2761529,123101,22.432998216101875,117572,23.487961854895847,260.9,14.83,734235330
"DBEIL","Deepak Builders & Engineers India Limited",1131655,54243,20.862384272488285,53664,21.087511902610096,73.35,2.7,81524426
"IONEXCHANG","ION Exchange (India) Limited",3216921,168118,19.134853769724195,144230,22.30405816253589,375,8.44,1226451131
"EIEL","Enviro Infra Engineers Limited",14968247,795738,18.81051234928464,645308,23.19549740798313,153,8.09,2383543652
"INDIANHUME","Indian Hume Pipe Company Limited",379812,21946,17.306661806251707,22315,17.020403224722273,352,10.9,135281438
"STOVEKRAFT","Stove Kraft Limited",1471972,85368,17.242586249713007,70839,20.779001516105446,541.3,11.31,775567327
"MSCIINDIA","Kotak Mahindra Mutual Fund - Kotak MSCI India ETF",701848,41770,16.80235954303006,35639,19.692760080696075,28.93,-1.06,20220240
"NUVOCO","Nuvoco Vistas Corporation Limited",3873882,240413,16.113392825203878,183675,21.09093660984172,294.65,2.77,1194279081
"SUPREME","Supreme Holdings & Hospitality (India) Limited",206678,12905,16.014846498365024,13085,15.7943082472336,55.9,7.46,11416892
"BAJAJINDEF","Indef Manufacturing Limited",359303,23289,15.427615759824128,23764,15.119634741625989,241.4,6.51,92675022
"AWL","AWL Agri Business Limited",36726500,2501172,14.68371509966407,2292461,16.020556074890695,178.6,-0.23,6904582000
"FACT","Fertilizers and Chemicals Travancore Limited",25190904,1749076,14.402405109623011,917999,27.441089830777667,870.4,9.55,22042544818
"PVTBANKADD","DSP Mutual Fund - DSP Nifty Private Bank ETF",1955495,138527,14.116304788799905,82509,23.70012568188787,26.8,-2.58,53306793
"HAPPSTMNDS","Happiest Minds Technologies Limited",66088379,4891676,13.510374275779975,2678296,24.675529365440262,412,2.88,28607676617
